Loading: 
Loading: 0 packages loaded
Analyzing: target //:run_search_experiment (0 packages loaded, 0 targets configured)
INFO: Analyzed target //:run_search_experiment (0 packages loaded, 0 targets configured).
INFO: Found 1 target...
[0 / 1] [Prepa] BazelWorkspaceStatusAction stable-status.txt
Target //:run_search_experiment up-to-date:
  bazel-bin/run_search_experiment
INFO: Elapsed time: 0.144s, Critical Path: 0.00s
INFO: 0 processes.
INFO: Build completed successfully, 1 total action
INFO: Running command line: bazel-bin/run_search_experiment '--search_experiment_spec=     search_tasks {       tasks {         projected_binary_classification_task {           dataset_name: '\''logic_multiply'\''           path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''           held_out_pairs {positive_class: 0 negative_class: 1}           max_supported_data_seed: 1         }         features_size: 2         num_train_examples: 93         num_valid_examples: 14         num_train_epochs: 1         num_tasks: 10         eval_type: ACCURACY       }     }     setup_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     predict_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     learn_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     setup_size_init: 1     mutate_setup_size_min: 1     mutate_setup_size_max: 34     predict_size_init: 1     mutate_predict_size_min: 1     mutate_predict_size_max: 233     learn_size_init: 1     mutate_learn_size_min: 1     mutate_learn_size_max: 377     train_budget {train_budget_baseline: NEURAL_NET_ALGORITHM}     fitness_combination_mode: MEAN_FITNESS_COMBINATION     population_size: 1000     tournament_size: 100     initial_population: NO_OP_ALGORITHM     max_train_steps: 100000000000     allowed_mutation_types {
      mutation_types: [RANDOMIZE_COMPONENT_FUNCTION_MUTATION_TYPE, INSERT_INSTRUCTION_MUTATION_TYPE, REMOVE_INSTRUCTION_MUTATION_TYPE]     }     mutate_prob: 0.9     progress_every: 10000     ' '--final_tasks=
    tasks {       projected_binary_classification_task {         dataset_name: '\''logic_multiply'\''         path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''         held_out_pairs {positive_class: 0 negative_class: 1}         max_supported_data_seed: 1       }       features_size: 2       num_train_examples: 93       num_valid_examples: 14       num_train_epochs: 1       num_tasks: 100       eval_type: ACCURACY     }     ' '--random_seed=2081894615' '--select_tasks=
    tasks {       projected_binary_classification_task {         dataset_name: '\''logic_multiply'\''         path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''         held_out_pairs {positive_class: 0 negative_class: 1}         max_supported_data_seed: 1       }       features_size: 2       num_train_examples: 93       num_valid_examples: 14       num_train_epochs: 1       num_tasks: 10       eval_type: ACCURACY     }     '
INFO: Build completed successfully, 1 total action
Random seed = 2081894615
Running evolution experiment (on the T_search tasks)...
indivs=1000, elapsed_secs=0, mean=0.857143, stdev=0.000000, best fit=0.857143,
indivs=50651000, elapsed_secs=3319, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=50661000, elapsed_secs=3320, mean=0.846786, stdev=0.084635, best fit=0.857143,
indivs=50671000, elapsed_secs=3320, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=50681000, elapsed_secs=3321, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=50691000, elapsed_secs=3322, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=50701000, elapsed_secs=3322, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=50711000, elapsed_secs=3323, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=50721000, elapsed_secs=3324, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=50731000, elapsed_secs=3324, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=50741000, elapsed_secs=3325, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=50751000, elapsed_secs=3325, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=50761000, elapsed_secs=3326, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=50771000, elapsed_secs=3327, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=50781000, elapsed_secs=3327, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=50791000, elapsed_secs=3328, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=50801000, elapsed_secs=3329, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=50811000, elapsed_secs=3330, mean=0.843929, stdev=0.095586, best fit=0.857143,
indivs=50821000, elapsed_secs=3330, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=50831000, elapsed_secs=3331, mean=0.844000, stdev=0.097262, best fit=0.857143,
indivs=50841000, elapsed_secs=3332, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=50851000, elapsed_secs=3333, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=50861000, elapsed_secs=3334, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=50871000, elapsed_secs=3334, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=50881000, elapsed_secs=3335, mean=0.848214, stdev=0.078551, best fit=0.857143,
indivs=50891000, elapsed_secs=3336, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=50901000, elapsed_secs=3337, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=50911000, elapsed_secs=3337, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=50921000, elapsed_secs=3338, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=50931000, elapsed_secs=3339, mean=0.852714, stdev=0.057150, best fit=0.857143,
indivs=50941000, elapsed_secs=3340, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=50951000, elapsed_secs=3340, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=50961000, elapsed_secs=3341, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=50971000, elapsed_secs=3342, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=50981000, elapsed_secs=3343, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=50991000, elapsed_secs=3343, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=51001000, elapsed_secs=3344, mean=0.848214, stdev=0.078551, best fit=0.857143,
indivs=51011000, elapsed_secs=3345, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=51021000, elapsed_secs=3345, mean=0.851286, stdev=0.065359, best fit=0.857143,
indivs=51031000, elapsed_secs=3346, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=51041000, elapsed_secs=3347, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51051000, elapsed_secs=3347, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51061000, elapsed_secs=3348, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51071000, elapsed_secs=3348, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=51081000, elapsed_secs=3349, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51091000, elapsed_secs=3350, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=51101000, elapsed_secs=3350, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=51111000, elapsed_secs=3351, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51121000, elapsed_secs=3351, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=51131000, elapsed_secs=3352, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=51141000, elapsed_secs=3353, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51151000, elapsed_secs=3353, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=51161000, elapsed_secs=3354, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51171000, elapsed_secs=3354, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51181000, elapsed_secs=3355, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51191000, elapsed_secs=3356, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=51201000, elapsed_secs=3356, mean=0.848214, stdev=0.078551, best fit=0.857143,
indivs=51211000, elapsed_secs=3357, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=51221000, elapsed_secs=3358, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=51231000, elapsed_secs=3358, mean=0.847500, stdev=0.081653, best fit=0.857143,
indivs=51241000, elapsed_secs=3359, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51251000, elapsed_secs=3360, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=51261000, elapsed_secs=3360, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=51271000, elapsed_secs=3361, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51281000, elapsed_secs=3362, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=51291000, elapsed_secs=3362, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=51301000, elapsed_secs=3363, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=51311000, elapsed_secs=3364, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51321000, elapsed_secs=3364, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=51331000, elapsed_secs=3365, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=51341000, elapsed_secs=3366, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51351000, elapsed_secs=3366, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=51361000, elapsed_secs=3367, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=51371000, elapsed_secs=3368, mean=0.847857, stdev=0.079318, best fit=0.857143,
indivs=51381000, elapsed_secs=3368, mean=0.847500, stdev=0.081653, best fit=0.857143,
indivs=51391000, elapsed_secs=3369, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=51401000, elapsed_secs=3370, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=51411000, elapsed_secs=3370, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=51421000, elapsed_secs=3371, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51431000, elapsed_secs=3371, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51441000, elapsed_secs=3372, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51451000, elapsed_secs=3372, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51461000, elapsed_secs=3373, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=51471000, elapsed_secs=3374, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51481000, elapsed_secs=3374, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51491000, elapsed_secs=3375, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=51501000, elapsed_secs=3375, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51511000, elapsed_secs=3376, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=51521000, elapsed_secs=3377, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51531000, elapsed_secs=3377, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51541000, elapsed_secs=3378, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=51551000, elapsed_secs=3379, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51561000, elapsed_secs=3379, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=51571000, elapsed_secs=3380, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51581000, elapsed_secs=3381, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51591000, elapsed_secs=3381, mean=0.846071, stdev=0.087510, best fit=0.857143,
indivs=51601000, elapsed_secs=3382, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51611000, elapsed_secs=3383, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51621000, elapsed_secs=3383, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51631000, elapsed_secs=3384, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=51641000, elapsed_secs=3385, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=51651000, elapsed_secs=3385, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51661000, elapsed_secs=3386, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=51671000, elapsed_secs=3386, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=51681000, elapsed_secs=3387, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51691000, elapsed_secs=3388, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51701000, elapsed_secs=3388, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51711000, elapsed_secs=3389, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51721000, elapsed_secs=3390, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51731000, elapsed_secs=3390, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51741000, elapsed_secs=3391, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51751000, elapsed_secs=3391, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51761000, elapsed_secs=3392, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=51771000, elapsed_secs=3393, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=51781000, elapsed_secs=3393, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=51791000, elapsed_secs=3394, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=51801000, elapsed_secs=3394, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=51811000, elapsed_secs=3395, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51821000, elapsed_secs=3396, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=51831000, elapsed_secs=3396, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51841000, elapsed_secs=3397, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51851000, elapsed_secs=3397, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=51861000, elapsed_secs=3398, mean=0.853214, stdev=0.051606, best fit=0.857143,
indivs=51871000, elapsed_secs=3399, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=51881000, elapsed_secs=3399, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51891000, elapsed_secs=3400, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=51901000, elapsed_secs=3400, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=51911000, elapsed_secs=3401, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=51921000, elapsed_secs=3402, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51931000, elapsed_secs=3402, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=51941000, elapsed_secs=3403, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=51951000, elapsed_secs=3404, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=51961000, elapsed_secs=3404, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=51971000, elapsed_secs=3405, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=51981000, elapsed_secs=3406, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=51991000, elapsed_secs=3406, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=52001000, elapsed_secs=3407, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52011000, elapsed_secs=3408, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=52021000, elapsed_secs=3408, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=52031000, elapsed_secs=3409, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=52041000, elapsed_secs=3410, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=52051000, elapsed_secs=3410, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=52061000, elapsed_secs=3411, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52071000, elapsed_secs=3412, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52081000, elapsed_secs=3412, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=52091000, elapsed_secs=3413, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=52101000, elapsed_secs=3414, mean=0.855357, stdev=0.033834, best fit=0.857143,
indivs=52111000, elapsed_secs=3414, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52121000, elapsed_secs=3415, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=52131000, elapsed_secs=3415, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52141000, elapsed_secs=3416, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52151000, elapsed_secs=3417, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=52161000, elapsed_secs=3417, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=52171000, elapsed_secs=3418, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52181000, elapsed_secs=3418, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52191000, elapsed_secs=3419, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52201000, elapsed_secs=3419, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52211000, elapsed_secs=3420, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52221000, elapsed_secs=3421, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=52231000, elapsed_secs=3421, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52241000, elapsed_secs=3422, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=52251000, elapsed_secs=3422, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52261000, elapsed_secs=3423, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=52271000, elapsed_secs=3423, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52281000, elapsed_secs=3424, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52291000, elapsed_secs=3425, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52301000, elapsed_secs=3425, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=52311000, elapsed_secs=3426, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=52321000, elapsed_secs=3426, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=52331000, elapsed_secs=3427, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52341000, elapsed_secs=3428, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=52351000, elapsed_secs=3428, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=52361000, elapsed_secs=3429, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52371000, elapsed_secs=3429, mean=0.848571, stdev=0.076118, best fit=0.857143,
indivs=52381000, elapsed_secs=3430, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52391000, elapsed_secs=3431, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52401000, elapsed_secs=3432, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=52411000, elapsed_secs=3432, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52421000, elapsed_secs=3433, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=52431000, elapsed_secs=3434, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=52441000, elapsed_secs=3434, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=52451000, elapsed_secs=3435, mean=0.855714, stdev=0.031912, best fit=0.857143,
indivs=52461000, elapsed_secs=3435, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=52471000, elapsed_secs=3436, mean=0.853214, stdev=0.051606, best fit=0.857143,
indivs=52481000, elapsed_secs=3436, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52491000, elapsed_secs=3437, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=52501000, elapsed_secs=3437, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52511000, elapsed_secs=3438, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52521000, elapsed_secs=3438, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52531000, elapsed_secs=3439, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=52541000, elapsed_secs=3440, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52551000, elapsed_secs=3440, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52561000, elapsed_secs=3441, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=52571000, elapsed_secs=3441, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=52581000, elapsed_secs=3442, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52591000, elapsed_secs=3443, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52601000, elapsed_secs=3443, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=52611000, elapsed_secs=3444, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52621000, elapsed_secs=3444, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52631000, elapsed_secs=3445, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52641000, elapsed_secs=3446, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=52651000, elapsed_secs=3446, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=52661000, elapsed_secs=3447, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=52671000, elapsed_secs=3448, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=52681000, elapsed_secs=3448, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=52691000, elapsed_secs=3449, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52701000, elapsed_secs=3449, mean=0.847500, stdev=0.081653, best fit=0.857143,
indivs=52711000, elapsed_secs=3450, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=52721000, elapsed_secs=3451, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=52731000, elapsed_secs=3451, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=52741000, elapsed_secs=3452, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52751000, elapsed_secs=3452, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=52761000, elapsed_secs=3453, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=52771000, elapsed_secs=3454, mean=0.846786, stdev=0.084635, best fit=0.857143,
indivs=52781000, elapsed_secs=3454, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=52791000, elapsed_secs=3455, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52801000, elapsed_secs=3456, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52811000, elapsed_secs=3456, mean=0.853929, stdev=0.046455, best fit=0.857143,
indivs=52821000, elapsed_secs=3457, mean=0.853929, stdev=0.046455, best fit=0.857143,
indivs=52831000, elapsed_secs=3458, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=52841000, elapsed_secs=3458, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52851000, elapsed_secs=3459, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=52861000, elapsed_secs=3459, mean=0.854643, stdev=0.040644, best fit=0.857143,
indivs=52871000, elapsed_secs=3460, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=52881000, elapsed_secs=3460, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52891000, elapsed_secs=3461, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52901000, elapsed_secs=3461, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52911000, elapsed_secs=3462, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=52921000, elapsed_secs=3463, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52931000, elapsed_secs=3463, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=52941000, elapsed_secs=3464, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=52951000, elapsed_secs=3465, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=52961000, elapsed_secs=3465, mean=0.845000, stdev=0.090945, best fit=0.857143,
indivs=52971000, elapsed_secs=3466, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=52981000, elapsed_secs=3467, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=52991000, elapsed_secs=3468, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=53001000, elapsed_secs=3468, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=53011000, elapsed_secs=3469, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=53021000, elapsed_secs=3470, mean=0.851429, stdev=0.061594, best fit=0.857143,
indivs=53031000, elapsed_secs=3470, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=53041000, elapsed_secs=3471, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=53051000, elapsed_secs=3472, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=53061000, elapsed_secs=3472, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=53071000, elapsed_secs=3473, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=53081000, elapsed_secs=3474, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=53091000, elapsed_secs=3474, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=53101000, elapsed_secs=3475, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=53111000, elapsed_secs=3476, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=53121000, elapsed_secs=3476, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=53131000, elapsed_secs=3477, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=53141000, elapsed_secs=3478, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=53151000, elapsed_secs=3478, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=53161000, elapsed_secs=3479, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=53171000, elapsed_secs=3480, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=53181000, elapsed_secs=3480, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=53191000, elapsed_secs=3481, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=53201000, elapsed_secs=3482, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=53211000, elapsed_secs=3482, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=53221000, elapsed_secs=3483, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=53231000, elapsed_secs=3484, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=53241000, elapsed_secs=3484, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=53251000, elapsed_secs=3485, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=53261000, elapsed_secs=3486, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=53271000, elapsed_secs=3486, mean=0.846786, stdev=0.084635, best fit=0.857143,
indivs=53281000, elapsed_secs=3487, mean=0.846786, stdev=0.084635, best fit=0.857143,
indivs=53291000, elapsed_secs=3488, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=53301000, elapsed_secs=3489, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=53311000, elapsed_secs=3489, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=53321000, elapsed_secs=3490, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=53331000, elapsed_secs=3491, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=53341000, elapsed_secs=3491, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=53351000, elapsed_secs=3492, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=53361000, elapsed_secs=3493, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=53371000, elapsed_secs=3493, mean=0.851071, stdev=0.064594, best fit=0.857143,
